Month,Average USD/EUR=,Min USD/EUR=,Max USD/EUR=,Nb of working days
5/1986,1.0552190000000001,1.029231,1.094875,22
4/1986,1.075707,1.030208,1.135018,22
3/1986,1.0669799999999998,1.039028,1.104167,21
2/1986,1.0970719999999998,1.039809,1.135264,20
1/1986,1.147305,1.120802,1.161284,23
12/1985,1.176971,1.154751,1.1910479999999999,22
11/1985,1.209892,1.174267,1.225147,21
10/1985,1.23394,1.2181389999999999,1.250103,23
9/1985,1.322452,1.241607,1.3799709999999998,21
8/1985,1.299447,1.282335,1.3304120000000002,22
7/1985,1.35053,1.297093,1.4104729999999999,23
6/1985,1.416899,1.390801,1.432836,20
5/1985,1.439019,1.404302,1.501265,23
4/1985,1.430855,1.381489,1.460848,22
3/1985,1.5314139999999998,1.4333690000000001,1.58241,21
2/1985,1.5214530000000002,1.4658950000000002,1.605546,20
1/1985,1.462488,1.44884,1.475035,23
12/1984,1.4339620000000002,1.41611,1.452936,21
11/1984,1.383003,1.350684,1.430069,22
10/1984,1.41895,1.397565,1.450718,23
9/1984,1.3934389999999999,1.3361379999999998,1.4591120000000002,20
8/1984,1.328601,1.3156459999999999,1.342144,23
7/1984,1.310675,1.288176,1.333756,22
6/1984,1.261179,1.231277,1.2925309999999999,21
5/1984,1.265454,1.248305,1.2826870000000001,23
4/1984,1.21865,1.1943139999999999,1.251591,21
3/1984,1.198483,1.172707,1.225407,22
2/1984,1.246302,1.2009459999999998,1.287037,21
1/1984,1.287442,1.252702,1.300668,22
12/1983,1.259576,1.234751,1.27078,22
11/1983,1.2281229999999999,1.211277,1.24496,22
10/1983,1.1935950000000002,1.1828459999999998,1.2041620000000002,21
9/1983,1.21696,1.207034,1.229255,22
8/1983,1.2162540000000002,1.1912969999999998,1.242934,23
7/1983,1.1770049999999999,1.154724,1.201818,21
6/1983,1.1590479999999999,1.1455110000000002,1.17143,22
5/1983,1.123667,1.110082,1.145284,22
4/1983,1.110417,1.09913,1.120919,21
3/1983,1.0880729999999998,1.064437,1.10856,23
2/1983,1.084942,1.069167,1.107901,20
1/1983,1.0667870000000002,1.041453,1.104276,21
12/1982,1.079381,1.057125,1.102248,23
11/1982,1.134617,1.108878,1.1487040000000002,22
10/1982,1.1209879999999999,1.107709,1.1368639999999999,21
9/1982,1.1071600000000001,1.0865129999999998,1.124557,22
8/1982,1.093443,1.069288,1.112837,22
7/1982,1.086098,1.0591840000000001,1.107896,22
6/1982,1.064222,1.024349,1.098328,22
5/1982,1.003347,0.989023,1.018327,21
4/1982,1.040659,1.014103,1.052202,22
3/1982,1.025688,1.004102,1.04494,23
2/1982,1.00631,0.992967,1.022152,20
1/1982,0.971916,0.9474540000000001,0.9929709999999999,21
12/1981,0.957169,0.93773,0.971316,23
11/1981,0.9414129999999999,0.931859,0.957432,21
10/1981,0.9506979999999999,0.923718,0.978023,22
9/1981,0.97764,0.9270149999999999,1.016804,22
8/1981,1.033774,1.0048489999999999,1.0640209999999999,21
7/1981,1.007479,0.994809,1.0185549999999999,23
6/1981,0.980246,0.959208,0.9999049999999999,22
5/1981,0.9451360000000001,0.9120940000000001,0.9644459999999999,21
4/1981,0.890718,0.863401,0.9120940000000001,22
3/1981,0.866418,0.841714,0.8903840000000001,22
2/1981,0.8698040000000001,0.8525229999999999,0.9099139999999999,20
1/1981,0.81314,0.784686,0.855634,22
12/1980,0.799397,0.788423,0.8214889999999999,23
11/1980,0.779311,0.7618699999999999,0.792528,20
10/1980,0.74756,0.732651,0.7730319999999999,23
9/1980,0.728943,0.7233649999999999,0.73854,22
8/1980,0.728434,0.720535,0.734925,21
7/1980,0.7125729999999999,0.707398,0.726216,23
6/1980,0.721121,0.716266,0.7271920000000001,21
5/1980,0.732058,0.721493,0.74058,22
4/1980,0.765616,0.733395,0.8020649999999999,22
3/1980,0.7549060000000001,0.7280479999999999,0.787928,21
2/1980,0.714838,0.708509,0.724554,21
1/1980,0.706348,0.7004199999999999,0.712047,23
12/1979,0.711453,0.702608,0.7202390000000001,21
11/1979,0.726931,0.711281,0.736244,22
10/1979,0.730788,0.709907,0.7401439999999999,23
9/1979,0.729563,0.71196,0.739055,20
8/1979,0.7403689999999999,0.736952,0.741962,23
7/1979,0.738676,0.730075,0.7475609999999999,22
6/1979,0.7633439999999999,0.745997,0.7748079999999999,21
5/1979,0.7702399999999999,0.7638699999999999,0.7767649999999999,23
4/1979,0.761488,0.755958,0.7658050000000001,21
3/1979,0.750013,0.747614,0.751948,22
2/1979,0.7482880000000001,0.7417189999999999,0.758255,20
1/1979,0.743957,0.7290909999999999,0.750961,23
12/1978,0.757127,0.733463,0.7786649999999999,21
11/1978,0.7628,0.714221,0.777385,22
10/1978,0.740566,0.697611,0.768927,22
9/1978,0.78059,0.770516,0.7926989999999999,21
8/1978,0.786725,0.761662,0.800552,23
7/1978,0.8059270000000001,0.799009,0.812234,21
6/1978,0.820185,0.814545,0.8253520000000001,22
5/1978,0.8285299999999999,0.817715,0.8376309999999999,23
4/1978,0.808729,0.79588,0.8231719999999999,20
3/1978,0.8107989999999999,0.799427,0.8270360000000001,23
2/1978,0.826139,0.8085,0.8369620000000001,20
1/1978,0.8332620000000001,0.815077,0.843708,22
12/1977,0.8485860000000001,0.8299479999999999,0.867345,22
11/1977,0.872951,0.8674790000000001,0.878129,22
10/1977,0.8804120000000001,0.873067,0.88741,21
9/1977,0.8927649999999999,0.88897,0.895668,22
8/1977,0.8884190000000001,0.880561,0.89561,23
7/1977,0.881668,0.871576,0.895703,21
6/1977,0.899034,0.8953030000000001,0.900816,22
5/1977,0.899127,0.897123,0.902185,22
4/1977,0.9032379999999999,0.8984700000000001,0.906877,21
3/1977,0.907193,0.905859,0.90886,23
2/1977,0.9099200000000001,0.907308,0.914005,20
1/1977,0.9059459999999999,0.891559,0.9158459999999999,21
12/1976,0.903392,0.89712,0.9106049999999999,23
11/1976,0.9106489999999999,0.9060879999999999,0.913824,22
10/1976,0.9130790000000001,0.9090530000000001,0.9204399999999999,21
9/1976,0.921169,0.914364,0.9271799999999999,22
8/1976,0.930169,0.926625,0.934292,22
7/1976,0.934277,0.928951,0.939786,22
6/1976,0.931617,0.929326,0.9352280000000001,22
5/1976,0.926114,0.9166139999999999,0.933853,21
4/1976,0.922002,0.915026,0.926328,22
3/1976,0.9144639999999999,0.8983180000000001,0.9299459999999999,23
2/1976,0.894573,0.8894270000000001,0.899904,20
1/1976,0.888777,0.8815200000000001,0.899169,22
12/1975,0.887459,0.8843270000000001,0.8914639999999999,23
11/1975,0.876575,0.865916,0.888436,20
10/1975,0.875941,0.8663790000000001,0.892382,23
9/1975,0.883785,0.8700030000000001,0.90517,22
8/1975,0.8685129999999999,0.8623139999999999,0.8734870000000001,21
7/1975,0.836358,0.805673,0.8686879999999999,23
6/1975,0.795549,0.7930149999999999,0.803294,21
5/1975,0.798562,0.7894329999999999,0.809062,22
4/1975,0.8101109999999999,0.801045,0.8161010000000001,22
3/1975,0.799054,0.7893140000000001,0.8055260000000001,21
2/1975,0.808496,0.7904399999999999,0.8254290000000001,20
1/1975,0.822102,0.801528,0.8383649999999999,23
12/1974,0.8496530000000001,0.8336899999999999,0.865928,22
11/1974,0.868129,0.856398,0.8779950000000001,21
10/1974,0.884144,0.8770309999999999,0.8932059999999999,23
9/1974,0.898176,0.89276,0.901875,21
8/1974,0.886251,0.869908,0.898697,22
7/1974,0.871755,0.861872,0.876764,23
6/1974,0.877181,0.8687309999999999,0.8872959999999999,20
5/1974,0.8601790000000001,0.8398479999999999,0.877448,23
4/1974,0.875293,0.85854,0.8863209999999999,22
3/1974,0.891338,0.86921,0.909306,21
2/1974,0.917884,0.896983,0.9330709999999999,20
1/1974,0.935974,0.89295,0.964799,23
12/1973,0.8802629999999999,0.8706389999999999,0.89295,21
11/1973,0.849377,0.81277,0.8722840000000001,22
10/1973,0.805393,0.797652,0.815509,23
9/1973,0.812675,0.799315,0.822933,20
8/1973,0.81504,0.7911699999999999,0.834767,23
7/1973,0.7905260000000001,0.771483,0.810376,22
6/1973,0.838601,0.806489,0.8553940000000001,21
5/1973,0.8791100000000001,0.8625870000000001,0.893284,23
4/1973,0.890968,0.88744,0.8969159999999999,21
3/1973,0.878648,0.8754790000000001,0.8882909999999999,22
2/1973,0.924,0.8793569999999999,0.958455,20
1/1973,0.9684879999999999,0.95855,0.9727309999999999,23
12/1972,0.9681870000000001,0.9661870000000001,0.9701649999999999,21
11/1972,0.9672290000000001,0.965642,0.968205,22
10/1972,0.965482,0.9619790000000001,0.968793,22
9/1972,0.960944,0.959441,0.963841,21
8/1972,0.9593520000000001,0.958111,0.9609790000000001,23
7/1972,0.956522,0.954993,0.9582860000000001,21
6/1972,0.956058,0.9523370000000001,0.963361,22
5/1972,0.955722,0.9540360000000001,0.9575799999999999,23
4/1972,0.95729,0.954674,0.961462,20
3/1972,0.9552379999999999,0.949233,0.9590299999999999,23
2/1972,0.9602379999999999,0.957706,0.96504,21
1/1972,0.972518,0.965251,0.9819030000000001,21
12/1971,0.99423,0.9808469999999999,1.009195,23
11/1971,1.01355,1.00862,1.016209,22
10/1971,1.0152370000000002,1.0136290000000001,1.0171700000000001,21
9/1971,1.0225790000000001,1.012091,1.0295590000000001,22
8/1971,1.0337120000000002,1.025026,1.043728,22
7/1971,1.045295,1.0432290000000002,1.047265,22
6/1971,1.048949,1.047034,1.0532920000000001,22
5/1971,1.051483,1.044999,1.057747,21
4/1971,1.058202,1.05758,1.059246,22
3/1971,1.05785,1.0573780000000002,1.058764,23
2/1971,1.058366,1.0574350000000001,1.059024,20
1/1971,1.0591979999999999,1.0581770000000001,1.06039,21
12/1970,1.060525,1.059194,1.061741,23
11/1970,1.058943,1.058549,1.059295,21
10/1970,1.059577,1.059107,1.059994,22
9/1970,1.060064,1.0594270000000001,1.060547,22
8/1970,1.0610879999999998,1.059708,1.061718,21
7/1970,1.061624,1.061049,1.062182,23
6/1970,1.061951,1.0614219999999999,1.062871,22
5/1970,1.0620319999999999,1.061395,1.0625120000000001,21
4/1970,1.063343,1.062107,1.065415,22
3/1970,1.066245,1.065272,1.067855,22
2/1970,1.06782,1.067466,1.068133,20
1/1970,1.0679319999999999,1.067412,1.0685790000000002,22
12/1969,1.067542,1.065704,1.0685149999999999,23
11/1969,1.067468,1.066758,1.068125,20
10/1969,1.072082,1.06725,1.078092,23
9/1969,1.0894469999999998,1.079964,1.090215,22
8/1969,1.08135,1.060898,1.0913469999999998,21
7/1969,1.061079,1.060243,1.0621049999999999,23
6/1969,1.0610870000000001,1.06047,1.061674,21
5/1969,1.06092,1.058866,1.070289,22
4/1969,1.060843,1.05924,1.061975,22
3/1969,1.061193,1.0606879999999999,1.06156,21
2/1969,1.059779,1.058629,1.060792,20
1/1969,1.057862,1.057213,1.058555,23
12/1968,1.056856,1.055855,1.057387,22
11/1968,1.0573270000000001,1.055954,1.0580370000000001,21
10/1968,1.058184,1.057366,1.058893,23
9/1968,1.0573139999999999,1.056551,1.058034,21
8/1968,1.058944,1.05722,1.059688,22
7/1968,1.058535,1.057576,1.059073,23
6/1968,1.057728,1.0561719999999999,1.0589540000000002,20
5/1968,1.05471,1.0532270000000001,1.056482,23
4/1968,1.054106,1.0531629999999998,1.054951,22
3/1968,1.053506,1.0523879999999999,1.0545129999999998,21
2/1968,1.054346,1.053839,1.054816,21
1/1968,1.054514,1.05294,1.055409,23
12/1967,1.0486209999999998,1.0477610000000002,1.04962,21
11/1967,1.040635,1.0352059999999998,1.048118,22
10/1967,1.036992,1.036745,1.037138,22
9/1967,1.037164,1.036899,1.0373780000000001,21
8/1967,1.0372270000000001,1.0368620000000002,1.0375379999999998,23
7/1967,1.037264,1.036641,1.0379909999999999,21
6/1967,1.036408,1.035951,1.0369110000000001,22
5/1967,1.036719,1.036131,1.03728,23
4/1967,1.03798,1.037139,1.03861,20
3/1967,1.0384950000000002,1.0382959999999999,1.038761,23
2/1967,1.0385799999999998,1.037893,1.0390270000000001,20
1/1967,1.03957,1.039005,1.039894,22
12/1966,1.038922,1.0385309999999999,1.039309,22
11/1966,1.038728,1.038107,1.039324,22
10/1966,1.038889,1.038434,1.039434,21
9/1966,1.037851,1.0366879999999998,1.039333,22
8/1966,1.036389,1.035965,1.037233,23
7/1966,1.036504,1.035979,1.037187,21
6/1966,1.037747,1.037287,1.0383209999999998,22
5/1966,1.038727,1.0384280000000001,1.03909,22
4/1966,1.0387170000000001,1.03849,1.038944,21
3/1966,1.038224,1.0378610000000001,1.038656,23
2/1966,1.038111,1.037778,1.038351,20
1/1966,1.037593,1.036993,1.0383069999999999,21
12/1965,1.036621,1.0363120000000001,1.037112,23
11/1965,1.036454,1.0362639999999999,1.0366790000000001,22
10/1965,1.036924,1.036555,1.037239,21
9/1965,1.037327,1.037037,1.037809,22
8/1965,1.037615,1.037009,1.03786,22
7/1965,1.037258,1.036802,1.037662,22
6/1965,1.0368760000000001,1.036386,1.037274,22
5/1965,1.0358049999999999,1.035355,1.036637,21
4/1965,1.035203,1.034956,1.035416,22
3/1965,1.035426,1.035044,1.035857,23
2/1965,1.03522,1.034958,1.03536,20
1/1965,1.0352729999999999,1.035094,1.0354809999999999,21
12/1964,1.035158,1.034965,1.035298,23
11/1964,1.0354290000000002,1.035115,1.035658,21
10/1964,1.035577,1.035376,1.0358120000000002,22
9/1964,1.035917,1.035755,1.036111,22
8/1964,1.03603,1.035773,1.0361799999999999,21
7/1964,1.035963,1.0357969999999999,1.0362280000000001,23
6/1964,1.036017,1.035658,1.036303,22
5/1964,1.035531,1.035426,1.035648,21
4/1964,1.035463,1.0353860000000001,1.03556,22
3/1964,1.035125,1.034594,1.035511,22
2/1964,1.034735,1.0345600000000001,1.0348979999999999,20
1/1964,1.034808,1.034628,1.034964,23
12/1963,1.034601,1.034478,1.0348979999999999,22
11/1963,1.034699,1.034546,1.034916,21
10/1963,1.03518,1.034948,1.035468,23
9/1963,1.035079,1.034905,1.035344,21
8/1963,1.034984,1.034844,1.03519,22
7/1963,1.0348549999999999,1.034594,1.035045,23
6/1963,1.034794,1.0344520000000001,1.035043,20
5/1963,1.034675,1.034348,1.034988,23
4/1963,1.03498,1.034738,1.0351190000000001,22
3/1963,1.0352860000000002,1.035026,1.035617,21
2/1963,1.035599,1.035412,1.0358610000000001,20
1/1963,1.035647,1.035133,1.036106,23
12/1962,1.034878,1.03395,1.0354729999999999,21
11/1962,1.035981,1.035505,1.036626,22
10/1962,1.035819,1.03538,1.036244,23
9/1962,1.035497,1.035366,1.0356940000000001,20
8/1962,1.035144,1.034777,1.035531,23
7/1962,1.034117,1.033683,1.034952,22
6/1962,1.0344950000000002,1.034078,1.0349030000000001,21
5/1962,1.034723,1.034249,1.035015,23
4/1962,1.034875,1.034716,1.035068,21
3/1962,1.035107,1.034599,1.035412,22
2/1962,1.035388,1.035172,1.035555,20
1/1962,1.034865,1.0345030000000002,1.035423,23
12/1961,1.034944,1.0345030000000002,1.035328,21
11/1961,1.035598,1.035109,1.036037,22
10/1961,1.035747,1.035421,1.035998,22
9/1961,1.036089,1.0357129999999999,1.036357,21
8/1961,1.035563,1.0343209999999998,1.036507,23
7/1961,1.034399,1.03416,1.034632,21
6/1961,1.0342209999999998,1.033973,1.034638,22
5/1961,1.034135,1.033916,1.0344209999999998,23
4/1961,1.034161,1.033943,1.034494,20
3/1961,1.036746,1.033353,1.0514860000000001,23
2/1961,1.0508620000000002,1.050027,1.051712,20
1/1961,1.0497319999999999,1.049368,1.05083,22
12/1960,1.049401,1.049065,1.049718,22
11/1960,1.049137,1.048718,1.049479,22
10/1960,1.0498129999999999,1.048946,1.05031,21
9/1960,1.0493709999999998,1.049126,1.04965,22
8/1960,1.049809,1.0496370000000002,1.0501770000000001,23
7/1960,1.0495,1.0493629999999998,1.049703,21
6/1960,1.049696,1.049483,1.0498,22
5/1960,1.049707,1.049555,1.049908,22
4/1960,1.049619,1.04952,1.049752,21
3/1960,1.050036,1.04978,1.0502200000000002,23
2/1960,1.050229,1.050083,1.050416,21
1/1960,1.050573,1.050029,1.051089,21
12/1959,1.050529,1.050246,1.050729,23
11/1959,1.0504850000000001,1.050361,1.050654,21
10/1959,1.050721,1.05029,1.051177,22
9/1959,1.051132,1.0508950000000001,1.05136,22
8/1959,1.050671,1.050316,1.0509899999999999,21
7/1959,1.050318,1.049842,1.05069,23
6/1959,1.049982,1.049831,1.050147,22
5/1959,1.050124,1.050039,1.0502559999999999,21
4/1959,1.050092,1.0499690000000002,1.050265,22
3/1959,1.050386,1.049963,1.050878,22
2/1959,1.0504129999999998,1.0501280000000002,1.050694,20
1/1959,1.051073,1.050196,1.051635,22
12/1958,1.0136479999999999,1.007607,1.0517889999999999,23
11/1958,1.008219,1.00773,1.0085469999999999,20
10/1958,1.008251,1.008009,1.008475,23
9/1958,1.00778,1.00635,1.008569,22
8/1958,1.0076399999999999,1.006709,1.008545,21
7/1958,1.0088270000000001,1.008302,1.009457,23
6/1958,1.009282,1.008365,1.010174,21
5/1958,1.0093159999999999,1.008653,1.009747,22
4/1958,1.0103870000000001,1.00831,1.010886,22
3/1958,1.0101129999999998,1.009218,1.011421,21
2/1958,1.0089569999999999,1.00852,1.0095370000000001,20
1/1958,1.008232,1.007261,1.0097450000000001,23
12/1957,1.008688,1.007634,1.010184,22
11/1957,1.01004,1.0087110000000001,1.0107899999999999,21
10/1957,1.011231,1.009361,1.013016,23
9/1957,1.012377,1.010263,1.013808,21
8/1957,0.993142,0.9554879999999999,1.013103,22
7/1957,0.95573,0.955477,0.956109,23
6/1957,0.955939,0.955674,0.95616,20
5/1957,0.956197,0.9557959999999999,0.956408,23
4/1957,0.9562309999999999,0.955989,0.956472,22
3/1957,0.9562510000000001,0.956133,0.956407,21
2/1957,0.9561629999999999,0.9559040000000001,0.9563889999999999,20
1/1957,0.955829,0.955276,0.95615,23
12/1956,0.955501,0.9550049999999999,0.9561379999999999,21
11/1956,0.954699,0.954285,0.95511,22
10/1956,0.954217,0.953516,0.954779,23
9/1956,0.9530190000000001,0.952609,0.9533209999999999,20
8/1956,0.953458,0.952966,0.9539559999999999,23
7/1956,0.954277,0.9535129999999999,0.954887,22
6/1956,0.956252,0.954767,0.957075,21
5/1956,0.958148,0.957025,0.958622,23
4/1956,0.958577,0.9580059999999999,0.9590879999999999,21
3/1956,0.95888,0.958507,0.9591629999999999,22
2/1956,0.9582280000000001,0.957793,0.9585459999999999,21
1/1956,0.958285,0.957764,0.9587969999999999,22
12/1955,0.9576530000000001,0.9563709999999999,0.958944,22
11/1955,0.956937,0.9562440000000001,0.957834,22
10/1955,0.9574590000000001,0.955577,0.958268,21
9/1955,0.955169,0.9543010000000001,0.955881,22
8/1955,0.9546469999999999,0.9543440000000001,0.9552299999999999,23
7/1955,0.955716,0.954398,0.956472,21
6/1955,0.9556899999999999,0.954665,0.9561780000000001,22
5/1955,0.954174,0.9534540000000001,0.954727,22
4/1955,0.952932,0.9506620000000001,0.954239,21
3/1955,0.9497329999999999,0.948634,0.9506110000000001,23
2/1955,0.949738,0.948837,0.9501459999999999,20
1/1955,0.95034,0.9494319999999999,0.9510129999999999,21
12/1954,0.951197,0.9504370000000001,0.9516950000000001,23
11/1954,0.95152,0.950666,0.9519540000000001,22
10/1954,0.9519350000000001,0.9511569999999999,0.952817,21
9/1954,0.9518120000000001,0.9507559999999999,0.952299,22
8/1954,0.953965,0.952427,0.9549129999999999,22
7/1954,0.9542879999999999,0.9536690000000001,0.9548399999999999,22
6/1954,0.9539989999999999,0.9526030000000001,0.9547549999999999,22
5/1954,0.9545790000000001,0.953937,0.955176,21
4/1954,0.955046,0.954641,0.9553450000000001,22
3/1954,0.955169,0.954727,0.9553879999999999,23
2/1954,0.9547690000000001,0.9542959999999999,0.955263,20
1/1954,0.955023,0.954203,0.955732,21
12/1953,0.9551139999999999,0.9542459999999999,0.955735,23
11/1953,0.954651,0.9542290000000001,0.9549709999999999,21
10/1953,0.9552379999999999,0.9546819999999999,0.955608,22
9/1953,0.9539989999999999,0.9520719999999999,0.955828,22
8/1953,0.9535950000000001,0.952074,0.9552209999999999,16
